S.NO,Video Title,Video_link,Views,Uploaded,Channel Name,Channel Link
19,Types of Cyber Attacks | How to avoid Cyber Threats in 2020 | Cybersecurity Training | Edureka,https://www.youtube.com/watch?v=9n8dDgdrUkc,9.3K views,Streamed 2 years ago,edureka!,https://www.youtube.com/c/edurekaIN
20,Biggest Cyber Attacks of All Time !!,https://www.youtube.com/watch?v=4V1sJ2FTITA,74K views,3 months ago,Technical Sagar,https://www.youtube.com/c/TechnicalSagarIndia
21,Top Cyber Attacks In History | Top Cyber Attacks In The World | Cyber Attacks| #Shorts | Simplilearn,https://www.youtube.com/shorts/ZdW_zcGth50,6.6K views,11 months ago,Simplilearn,https://www.youtube.com/c/SimplilearnOfficial
22,Top 5 Cyber Attacks | Types Of Cyber Security Threats | CyberSecurity For Beginners | Intellipaat,https://www.youtube.com/watch?v=wKFOXuWoqmM,3.3K views,Streamed 7 months ago,Intellipaat,https://www.youtube.com/c/Intellipaat
23,A Timeline of Russian Cyberattacks on Ukraine | WIRED,https://www.youtube.com/watch?v=PWbqAV_eh7k,81K views,5 months ago,WIRED,https://www.youtube.com/c/WIRED
24,Cyber Attack On ISRO? Chinese Hackers Attack India - Stay Safe Online🔥🔥🔥,https://www.youtube.com/watch?v=C75p3K5BYmI,712K views,1 year ago,Technical Guruji,https://www.youtube.com/c/TechnicalGuruji
25,Types of Cyber Attacks Simplified for Beginners | Cybersecurity Tutorial 2022 | Cybercrime,https://www.youtube.com/watch?v=Ats411bn3mE,1K views,8 months ago,SCALER,https://www.youtube.com/c/SCALER
26,Russia On The Receiving End Of Cyber Attacks By Anonymous,https://www.youtube.com/watch?v=O__g4JFJEZ4,136K views,6 months ago,TODAY,https://www.youtube.com/c/TODAY
27,How Cyberwarfare Actually Works,https://www.youtube.com/watch?v=U_7CGl6VWaQ,1.4M views,4 months ago,Wendover Productions,https://www.youtube.com/c/Wendoverproductions
28,"Energy is going to be a target of cyber attacks, says CrowdStrike co-founder",https://www.youtube.com/watch?v=hibuh8Rg1wM,4.5K views,5 months ago,CNBC Television,https://www.youtube.com/c/CNBCtelevision
29,"Following ransomware attack, LAUSD requiring passwords to be reset — in person",https://www.youtube.com/watch?v=RBVYn4LBPXo,5.9K views,1 day ago,KTLA 5,https://www.youtube.com/ktlathecw
30,"Cyber attacks force Taiwan government websites offline, China adopts hybrid warfare | Latest | WION",https://www.youtube.com/watch?v=3gubwJX8dn0,40K views,3 weeks ago,WION,https://www.youtube.com/c/WION
31,‘China capable of launching cyber attacks on India’: CDS Gen Bipin Rawat,https://www.youtube.com/watch?v=VqeUk1lfR58,57K views,1 year ago,Hindustan Times,https://www.youtube.com/c/htdotcom
32,Cyber Security In 7 Minutes | What Is Cyber Security: How It Works? | Cyber Security | Simplilearn,https://www.youtube.com/watch?v=inWWhr5tnEA,1.1M views,2 years ago,Simplilearn,https://www.youtube.com/c/SimplilearnOfficial
33,Cyber Attacks Against India Over Prophet Row; Pak Flag Telecasted On News Channel | Nupur Sharma Row,https://www.youtube.com/watch?v=QNzg_HRLvBo,12K views,1 month ago,India Today,https://www.youtube.com/c/indiatoday
34,Cyber Attack on India: देश की 500 Website पर साइबर हमला | Hackers । वनइंडिया हिंदी । *news,https://www.youtube.com/watch?v=Q99KT80ZDfs,7.1K views,2 months ago,Oneindia Hindi | वनइंडिया हिंदी,https://www.youtube.com/c/oneindiahindi
35,How To Prevent Cyber Attacks | Types of Cyber Attack | What is Cyber Attack | Intellipaat,https://www.youtube.com/watch?v=SKKH15VFj3k,3.7K views,Streamed 1 year ago,Intellipaat,https://www.youtube.com/c/Intellipaat
36,U.S. Launches Cyber Attacks on Chinese University,https://www.youtube.com/watch?v=7ItcDkN96xc,5.7K views,2 days ago,CCTV Video News Agency,https://www.youtube.com/c/CCTVVideoNewsAgency
37,Top Cyber Attacks In History | Biggest Cyber Attacks Of All Time | Cyber Security Career | Edureka,https://www.youtube.com/watch?v=q8KEgICjcmg,9K views,1 year ago,edureka!,https://www.youtube.com/c/edurekaIN
38,"Russia preparing to launch cyberattacks in U.S., FBI says",https://www.youtube.com/watch?v=3h0EvhaAQnw,163K views,5 months ago,CBS Evening News,https://www.youtube.com/user/CBSEveningNews
39,Officials provide update on LAUSD cyberattack,https://www.youtube.com/watch?v=Q2ml-bTkdLM,4.1K views,1 day ago,FOX 11 Los Angeles,https://www.youtube.com/c/Foxla
40,What led to the worst cyber attack in US? | Multiple US agencies hacked in massive cyber attacks,https://www.youtube.com/watch?v=jZjPFcmUqEY,62K views,1 year ago,WION,https://www.youtube.com/c/WION
41,Types Of Cyber Security Threats|| Cyber Attacks In Hindi,https://www.youtube.com/watch?v=c8JS98CT9bw,7.4K views,1 year ago,Engineers Stop,https://www.youtube.com/c/EngineersStop
42,Most Common CyberSecurity Threats | CyberSecurity Attacks | CyberSecurity For Beginners |Simplilearn,https://www.youtube.com/watch?v=y6E_CxkLLw8,3K views,1 year ago,Simplilearn,https://www.youtube.com/c/SimplilearnOfficial
43,China Alleged America About Cyber Attacks|తమపై అమెరికా సైబర్ దాడిచేసి సమాచారాన్ని అపహరించిందన్న చైనా,https://www.youtube.com/watch?v=e_M6S8QCPYE,29K views,2 days ago,ETV Telangana,https://www.youtube.com/c/etvtelangana
44,Hackers breach LAUSD's student information system,https://www.youtube.com/watch?v=JTItC-UE7u0,5.6K views,1 day ago,CBS Los Angeles,https://www.youtube.com/c/cbsla
45,India’s Biggest Cyber Fraud : The Attack on Cosmos Cooperative Bank - Rs 94 cr gone in 2 day #UPSC,https://www.youtube.com/watch?v=p6Y7SQv_Zts,181K views,7 months ago,StudyIQ IAS,https://www.youtube.com/c/StudyIQcoachingcenter
46,Cyber attack in China | India's Strengthening Initiatives | Cyber security | GS Paper 3,https://www.youtube.com/watch?v=ahZIVTjRQzY,459K views,3 months ago,StudyIQ IAS,https://www.youtube.com/c/StudyIQcoachingcenter
47,"Taiwan Comes Under Cyber Attack, Govt's Website Crashes Amid China-US Faceoff",https://www.youtube.com/watch?v=U1GrZi7MUzU,3.1K views,1 month ago,India Today,https://www.youtube.com/c/indiatoday
48,The Most Dangerous Cyber Threats in 2022,https://www.youtube.com/watch?v=x5bj20t6dTs,3.8K views,7 months ago,"Check Point Software Technologies, Ltd.",https://www.youtube.com/c/checkpoint
49,China accused of cyber-attack on Microsoft - BBC News,https://www.youtube.com/watch?v=suJ9z8aVV98,119K views,1 year ago,BBC News,https://www.youtube.com/c/BBCNews
50,Threat Of Cyberattack On U.S. Infrastructure Takes More Serious Turn,https://www.youtube.com/watch?v=Mgsm8T-W7vo,130K views,4 months ago,MSNBC,https://www.youtube.com/c/msnbc
51,Cybersecurity CEO: 'More targeted ransomware attacks' by Russia coming,https://www.youtube.com/watch?v=km13FmCF5ek,72K views,5 months ago,CNN,https://www.youtube.com/user/CNN
52,Biden: ‘Russia May Be Planning A Cyber Attack Against Us’,https://www.youtube.com/watch?v=5xGUwfW-Vcw,77K views,5 months ago,NBC News,https://www.youtube.com/c/NBCNews
53,LAUSD hit with ransomware attack,https://www.youtube.com/watch?v=pqiO97vmaDQ,23K views,2 days ago,CBS Los Angeles,https://www.youtube.com/c/cbsla
54,Chinese Cyber Attack on ISRO | What is Hashing & Salting of Password | Encryption and Cryptography,https://www.youtube.com/watch?v=AltCfizF_4w,6.4M views,1 year ago,Khan GS Research Centre,https://www.youtube.com/channel/UCatL-c6pmnjzEOHSyjn-sHA
55,What is Cyber Security? How You Can Protect Yourself from Cyber Attacks,https://www.youtube.com/watch?v=88-FENio9Yw,7.8K views,4 months ago,Kaspersky,https://www.youtube.com/c/KasperskyLab
56,LAUSD back to class after cyberattack,https://www.youtube.com/watch?v=MpFT_Q7wkwA,2.7K views,1 day ago,FOX 11 Los Angeles,https://www.youtube.com/c/Foxla
57,Ukrainian hackers fight Russian cyber threats and combat disinformation | ABCNL,https://www.youtube.com/watch?v=mglmgoTFJhk,151K views,6 months ago,ABC News,https://www.youtube.com/c/ABCNews
58,How China Uses Cyber Warfare And Its Hacker Army Against India,https://www.youtube.com/watch?v=mXbwX1-vC6M,21K views,1 year ago,CRUX,https://www.youtube.com/c/CRUXnews
59,Is India Ready for the Next War? | 3700 cyber attacks a day! | Akash Banerjee,https://www.youtube.com/watch?v=KbB_RUSfICc,364K views,1 month ago,The Deshbhakt,https://www.youtube.com/c/thedeshbhakt
60,How easy is it to protect your small business from cyber-attack?,https://www.youtube.com/watch?v=hgOtXYF9wcQ,2.9K views,1 year ago,Science Animated,https://www.youtube.com/c/SciAni
